word,creole_word,creole_name
aluminum leg and arm bands,muungá  ,Saramaccan
negative marker,ná  ,Saramaccan
when?,na ún ten,Saramaccan
to sew,nái  ,Saramaccan
to hit (on purpose or accidentally),náki  ,Saramaccan
to join,namá  ,Saramaccan
strap,nambá,Saramaccan
name for the greatest God,naná  ,Saramaccan
dirty,nási,Saramaccan
to grow,nasí  ,Saramaccan
kind of people,nasíön,Saramaccan
or,násö  ,Saramaccan
leaves or vine for poisoning fish,ndekú  ,Saramaccan
night,ndéti,Saramaccan
a lot,ndófu,Saramaccan
name,në́  ,Saramaccan
fame,në́bái,Saramaccan
nine,në́ígi,Saramaccan
sweet,në́mínëmi,Saramaccan
Negro,në́ngë,Saramaccan
bird nest,në́si  ,Saramaccan
stutter,ngáku,Saramaccan
ditch,ngö́tö,Saramaccan
to bite,nján  ,Saramaccan
cooked rice,njanján  ,Saramaccan
sparkling,njëngënjëngë,Saramaccan
young,njö́nku,Saramaccan
pimples,njö́nkúsu,Saramaccan
new,njúnjun  ,Saramaccan
news,njúnsu,Saramaccan
identifying mark,nö́bu  ,Saramaccan
proverb,nöngö́  ,Saramaccan
no!,nö́nö,Saramaccan
introducer for explanatory clause,nö́ö  ,Saramaccan
present time,nö́unö́u  ,Saramaccan
emergency,nö́útu  ,Saramaccan
nose,núsu,Saramaccan
"aki o}""}expression used at end of sentence to soften speech: ko aki o}",o  ,Saramaccan
obeah,óbia,Saramaccan
egg,óbo,Saramaccan
a ride with someone who was already going,okási  ,Saramaccan
gasoline,óli,Saramaccan
clock,olóísi,Saramaccan
man,ómi,Saramaccan
oven,ö́nfuö́,Saramaccan
buzzard,opéte,Saramaccan
poison,opión,Saramaccan
officer,oposíi,Saramaccan
house,ósu,Saramaccan
automobile,otó,Saramaccan
conversation,óto  ,Saramaccan
pair,páa,Saramaccan
dish,paabí,Saramaccan
pardon,paadón,Saramaccan
to disperse,paajá,Saramaccan
promise,paamúsi,Saramaccan
board,paánga,Saramaccan
descendants,paansú  ,Saramaccan
umbrella,paasóo,Saramaccan
flat,paáta,Saramaccan
(e.g. political) party,paatë́i,Saramaccan
to deal out,paatí  ,Saramaccan
paddle,páda  ,Saramaccan
father-in-law,pái,Saramaccan
to bear fruit,paí  ,Saramaccan
debt,paimá,Saramaccan
woman who bears children,paíma  ,Saramaccan
payment,paká,Saramaccan
offering,pakamë́ntu,Saramaccan
load,páki  ,Saramaccan
to consider,pakiséi,Saramaccan
canoe,palibóto,Saramaccan
pumpkin,pampú,Saramaccan
to grab,panján  ,Saramaccan
pan,pánu  ,Saramaccan
mush,pápa,Saramaccan
"long narrow item (e.g. hand of a clock, pencil)",papái  ,Saramaccan
chatter,papiá,Saramaccan
bird craw,pápu  ,Saramaccan
ago,pasá  ,Saramaccan
patience,pasénsi,Saramaccan
path,pási  ,Saramaccan
duck,patupátu,Saramaccan
log,páu  ,Saramaccan
act playfully,pëë́  ,Saramaccan
nail,peégu,Saramaccan
horsepower,péékáa,Saramaccan
"plane, wood",peéni,Saramaccan
image,peéntje,Saramaccan
baksheesh,peesénti,Saramaccan
to crowd,peetá  ,Saramaccan
equal,péi,Saramaccan
medicine tablet,péíki  ,Saramaccan
all kinds of,péípéi  ,Saramaccan
canvas,pelá  ,Saramaccan
tent,peláwósu,Saramaccan
pain,pén  ,Saramaccan
poor,pená  ,Saramaccan
"color, to",pëndë́  ,Saramaccan
naked,pë́në́pënë,Saramaccan
enclosure,péni,Saramaccan
comb,pénti  ,Saramaccan
pepper,pë́pë,Saramaccan
peas,pési,Saramaccan
ask,pidí  ,Saramaccan
collect,píi  ,Saramaccan
excuse me,piimísi  ,Saramaccan
arrow,piiwá,Saramaccan
celebration,piizíi  ,Saramaccan
small,pikí,Saramaccan
to answer,píki  ,Saramaccan
April,pikídééwéí líba,Saramaccan
Wednesday,pikísaba,Saramaccan
a little bit,pikíwan  ,Saramaccan
hair pin,pína  ,Saramaccan
peanut,pindá,Saramaccan
statue,pindi,Saramaccan
to pinch,píndja  ,Saramaccan
pipe,pípa,Saramaccan
penis,pipí,Saramaccan
piece of,písi  ,Saramaccan
doll,póbíki  ,Saramaccan
kill,pói  ,Saramaccan
sneaky,politíki,Saramaccan
dove,pómba,Saramaccan
to spoil,póndi  ,Saramaccan
barge,póndo,Saramaccan
pound,póntu,Saramaccan
test,poobá,Saramaccan
celebrate,poólo  ,Saramaccan
unusual power to do something,poosían  ,Saramaccan
wallet,pootumö́ni,Saramaccan
foundation post,pósu,Saramaccan
camera,pötilë́ti,Saramaccan
pot of medicine or obeah,pö́tö  ,Saramaccan
mud,pötöpötö,Saramaccan
pool of water,pú  ,Saramaccan
bat,pukusu,Saramaccan
bubbles,pululú,Saramaccan
to massage,pusá  ,Saramaccan
whore,púta,Saramaccan
explain,púu  ,Saramaccan
"shed, to",puumá,Saramaccan
animal hair,puúma  ,Saramaccan
may,sa,Saramaccan
"mercy, to have",sáa,Saramaccan
sardine,saadíni,Saramaccan
slave,saáfu,Saramaccan
to give away too generously,saajá  ,Saramaccan
Saramaccan,Saamáka  ,Saramaccan
a straight stretch of river upriver from Duwata where the current is especially strong,Saamákásítááti  ,Saramaccan
Suriname,Saaná,Saramaccan
contraction for ‘know how’:,sáanfa  ,Saramaccan
hoof,saapátu  ,Saramaccan
careful,sáápi,Saramaccan
quietly,sáápísáápi,Saramaccan
sharp (e.g. knife),saápu  ,Saramaccan
in a hurry,saasaa,Saramaccan
day of rest,sabá  ,Saramaccan
desert,sabána,Saramaccan
to know,sábi  ,Saramaccan
ringworm,sakáamë,Saramaccan
humility,sákáfási,Saramaccan
to scratch up,sakatá  ,Saramaccan
business,sáki,Saramaccan
shake off/out,sakpí,Saramaccan
sack,sáku,Saramaccan
gnaw,sán  ,Saramaccan
dwarf,sandopí,Saramaccan
sand,sándu,Saramaccan
nosebleed,sangá  ,Saramaccan
sandpaper,sansipampía,Saramaccan
afternoon,sápate,Saramaccan
Saturday,sata,Saramaccan
salt,sátu  ,Saramaccan
aside,së  ,Saramaccan
seven,së́bën,Saramaccan
leech,sébítáa,Saramaccan
intensifier,seéi  ,Saramaccan
arrange,seeká  ,Saramaccan
fish net,séépi  ,Saramaccan
to sell,séi  ,Saramaccan
to disturb greatly,séki  ,Saramaccan
shame,sén  ,Saramaccan
"bright, be",sëndë́,Saramaccan
since,sénsi,Saramaccan
scissors,seséi,Saramaccan
begin,séti,Saramaccan
amulet,sibá  ,Saramaccan
cigarette,sigalë́ti,Saramaccan
seed,síi  ,Saramaccan
close to death (upriver dialect),síki  ,Saramaccan
six,síkísi,Saramaccan
school,sikö́ö,Saramaccan
narrow shovel,sikópu  ,Saramaccan
police,sikö́utu,Saramaccan
sloth,siló,Saramaccan
cement,simá,Saramaccan
ashes,síndja,Saramaccan
fer-de-lance,síndjápéétúmáun,Saramaccan
gray,síndjásindja,Saramaccan
Chinese,sinë́isi,Saramaccan
sing,síngi  ,Saramaccan
band tied around waist after giving birth,sínta  ,Saramaccan
to be exciting,sipán  ,Saramaccan
Spanish,sipanjö́lu,Saramaccan
mirror,sipéi  ,Saramaccan
ship,sípi  ,Saramaccan
hypodermic syringe,sipóiti  ,Saramaccan
sponge,sipö́nsu,Saramaccan
joke,sipóótu,Saramaccan
sister,sísa,Saramaccan
punishment,sitááfu  ,Saramaccan
main path,sitááti,Saramaccan
stamp,sitámpu  ,Saramaccan
rock,sitónu,Saramaccan
approximately,sö́  ,Saramaccan
soldier,sodáti,Saramaccan
storey,sö́dö  ,Saramaccan
to swear,sói  ,Saramaccan
certain,sóifi,Saramaccan
heat from something,sómba  ,Saramaccan
Sunday,sónde,Saramaccan
without,sö́ndö,Saramaccan
anything,soní  ,Saramaccan
by this time,sonté  ,Saramaccan
sun,sónu,Saramaccan
west,sónugo,Saramaccan
east,sónúkúmútu,Saramaccan
common response used to show that one is listening,sö́ö  ,Saramaccan
silver,sóófu,Saramaccan
lock,söö́tö,Saramaccan
key,söö́tö́míi,Saramaccan
soap,sópu  ,Saramaccan
also,sö́sééi,Saramaccan
tasteless,sö́sö  ,Saramaccan
nurse,sö́sútu,Saramaccan
spoil,sówa,Saramaccan
enter,subí  ,Saramaccan
darkness,sugúu,Saramaccan
sugar,súki,Saramaccan
chocolate drink,sukuáti  ,Saramaccan
mist,sumúku  ,Saramaccan
dirt or dust,súndju,Saramaccan
shoes,súsu  ,Saramaccan
enjoyable,súti  ,Saramaccan
storage place for rice,suwá  ,Saramaccan
sister-in-law,suwági  ,Saramaccan
close to death (downriver dialect),suwáki  ,Saramaccan
matches,suwálufu,Saramaccan
as if,táa  ,Saramaccan
fishnet,taamáni,Saramaccan
hard,taánga  ,Saramaccan
"address for father, father's brother, or father in law",taatá  ,Saramaccan
tobacco,tabáku,Saramaccan
table,táfa,Saramaccan
to tie,tái  ,Saramaccan
authority,táki  ,Saramaccan
authority figure,tákima,Saramaccan
argument,takitáki,Saramaccan
ugly,taku  ,Saramaccan
dysentery,takubë́ë,Saramaccan
train,talán,Saramaccan
cover,tampá,Saramaccan
pregnant,tán  ,Saramaccan
tooth,tánda  ,Saramaccan
thanks,tangí  ,Saramaccan
August,tanvúwátá líba,Saramaccan
close,tapá  ,Saramaccan
last-born,tapábë́ë́ míi,Saramaccan
tapioca,tapióka,Saramaccan
handbag,tási  ,Saramaccan
old man,tatá  ,Saramaccan
pestle,tatí,Saramaccan
long time,té  ,Saramaccan
cocoon,tébíánkuli,Saramaccan
star,teéja,Saramaccan
accept,téi  ,Saramaccan
whole,télu,Saramaccan
"something made skillfully with your hands, e. g.wood-carving, embroidery, decorations on cassava bread",të́mbë  ,Saramaccan
carpenter,të́mbëma,Saramaccan
to hand to someone,tëndë́  ,Saramaccan
ten,téni,Saramaccan
today,tidé,Saramaccan
to lead,tíi  ,Saramaccan
iron,tiíki  ,Saramaccan
intestines,tiípa,Saramaccan
October,tínímúlíba,Saramaccan
to carry,tjá  ,Saramaccan
to cut off from its stalk (e.g. maripa fruit),tjaba  ,Saramaccan
messenger,tjábúkama,Saramaccan
rattle,tjaká,Saramaccan
rattlesnake,tjakásíndéki,Saramaccan
grounds,tjakatí,Saramaccan
circle,tjangaa  ,Saramaccan
gravel,tjátja,Saramaccan
"style""}to dance sëkëti style",tjë́kë  ,Saramaccan
brand new,tjéntjén,Saramaccan
enough,tjiká  ,Saramaccan
allergy,tjína,Saramaccan
leper,tjínama,Saramaccan
to prick,tjökö́  ,Saramaccan
ideophone for alone,tjö́kö́ö́,Saramaccan
sharp curve,tjö́ni,Saramaccan
pointed,tjö́nítjö́ni,Saramaccan
rain,tjúba,Saramaccan
to dry up (e.g. eggplant),tjupá  ,Saramaccan
alone,tö́,Saramaccan
pool,tóbo,Saramaccan
miraculous,tófu  ,Saramaccan
however,tö́ku,Saramaccan
tomato,tomáti,Saramaccan
to spill,tómbi,Saramaccan
stump,tómpi,Saramaccan
albino,tönë́  ,Saramaccan
language,tö́ngö  ,Saramaccan
to bother,toóbi  ,Saramaccan
different,tooká  ,Saramaccan
to return,tooná  ,Saramaccan
brain,töönsö́n,Saramaccan
to spin,toosá,Saramaccan
great-great-great-grandparent,töö́tö  ,Saramaccan
marriage,töö́u,Saramaccan
woodpecker,tótómbotí,Saramaccan
two,tú,Saramaccan
arrow point,tukusí,Saramaccan
twin(s),túlíngi,Saramaccan
horn (instrument or of an animal),tutú  ,Saramaccan
surely,tuú,Saramaccan
indeed,tuútuu,Saramaccan
twelve,tuwálufu,Saramaccan
December,tuwálúfúmú líba,Saramaccan
to divorce,túwë  ,Saramaccan
twenty,túwénti,Saramaccan
for,u,Saramaccan
us,ú,Saramaccan
firewood,údu,Saramaccan
machete,ufándji,Saramaccan
before,ufö́  ,Saramaccan
which,ún,Saramaccan
how,unfá,Saramaccan
leaf,uwíi  ,Saramaccan
fumes,véntu  ,Saramaccan
hummingbird,vunvun,Saramaccan
car,wági,Saramaccan
wheel,wágífútu,Saramaccan
to wave,wái  ,Saramaccan
happy,wáíwái  ,Saramaccan
September,wajamáká líba,Saramaccan
extrovertive,wajawaja,Saramaccan
"to advance by natural mode of locomotion (walk, slither, ride, etc.)",wáka  ,Saramaccan
visitor,wakamá,Saramaccan
promiscuity,wákáwáká líbi,Saramaccan
to guard,wákíti  ,Saramaccan
anteater,walilí,Saramaccan
a,wán  ,Saramaccan
speckled,wangawanga,Saramaccan
immediately,wántéwante,Saramaccan
wash,wási  ,Saramaccan
wasps,wasiwási,Saramaccan
liquid,wáta  ,Saramaccan
to guard (a house),wátji  ,Saramaccan
agreement,wë sö́,Saramaccan
weevils,weduwedu,Saramaccan
size up,wégi  ,Saramaccan
open place in woods,wéi  ,Saramaccan
white,wéti,Saramaccan
law,wë́ti,Saramaccan
wine,wín,Saramaccan
to gain,wíni  ,Saramaccan
victor,wínima,Saramaccan
black magic,wísi,Saramaccan
foolish,wisiwási,Saramaccan
color,wójo  ,Saramaccan
eyelid,wójókókóo,Saramaccan
eyelash,wójókókóo púúma,Saramaccan
eyebrow,wójólíbápúúma,Saramaccan
market,wojowójo,Saramaccan
alas!,"woló, wooló",Saramaccan
cloud,wö́lúku,Saramaccan
term of address to man,wómi,Saramaccan
workman,woókoma,Saramaccan
words,wö́utu,Saramaccan
elephant,zaun,Saramaccan
ocean,zé,Saramaccan
sailboat,zéibóto,Saramaccan
to press,zín,Saramaccan
coals,zonká,Saramaccan
close by,zúntu,Saramaccan
